ClienteID,Income,Ubicacion,HaComprado,FrecuenciaCompra,CategoríaProductoFavorito,GastoMensual,Mes,Año,Edad,TiempoEnLaPlataforma,ValoracionesPromedio,NúmeroDevoluciones,Latitud,Longitud
1,31161.480790882026,Vienna,1,3,Electrónica,131.5718605257502,Julio,2022,53,29,1.302420162467003,0,48.189516320182975,16.408753421548788
2,30880.90461026161,Brussels,1,6,Moda,43.6555100891286,Abril,2022,55,28,2.4627229930454853,0,50.834638670217764,4.385157179025563
3,24237.173141699925,Vienna,1,2,Electrónica,188.7221450279832,Noviembre,2021,28,11,1.9015250720270633,1,48.2520996422086,16.369081371421093
4,22496.15803396413,Amsterdam,0,5,Libros,65.89068558228242,Agosto,2020,50,1,1.7833323365370801,2,52.32378084606893,4.863336052811137
5,30825.11399054669,Vienna,1,2,Electrónica,46.38453970985004,Mayo,2020,41,43,1.5632117955707043,1,48.217721283412686,16.338847227100597
6,25720.35541085316,Lisbon,1,6,Libros,145.37083786488412,Julio,2021,40,19,3.4896545662639866,1,38.763623268042146,-9.170360658211516
7,29801.819289801904,Vienna,0,4,Hogar,1.1042023874619544,Octubre,2020,32,9,4.125287422989221,3,48.20529602524347,16.3899913632637
8,27326.68629074968,Brussels,0,3,Hogar,1.5387104540800602,Marzo,2021,44,27,3.3131935976814426,4,50.86505164648433,4.329004061932781
9,21057.517475097517,Rome,1,5,Alimentos,49.45364737348612,Julio,2021,28,34,1.5878508383528387,1,41.943235977499384,12.52814078473061
10,31786.52270968317,Brussels,1,6,Moda,7.482513167639166,Noviembre,2022,68,44,4.244495079733884,0,50.89445329102844,4.380120617436527
11,27927.340973050545,Rome,1,3,Alimentos,22.863603832553245,Noviembre,2021,67,4,3.543818828654914,0,41.87404472771955,12.512752359391344
12,30400.993562704072,Brussels,1,4,Libros,82.75812868100617,Agosto,2022,34,36,2.552662824507982,4,50.87201205684722,4.387313249901374
13,25534.398631853885,Berlin,1,8,Alimentos,324.4901218851292,Mayo,2020,68,18,3.696521182144252,2,52.55955628481319,13.445917526405358
14,28325.913763026332,Prague,1,4,Electrónica,169.74914851826256,Abril,2020,31,15,2.0396199169713314,0,50.0553857135259,14.398505717855418
15,37801.9007056644,Amsterdam,1,10,Libros,143.7618201976125,Agosto,2020,44,13,2.380768833976842,2,52.336660983307446,4.872563245734737
16,30642.755000355406,Brussels,1,4,Hogar,69.48325140732948,Agosto,2020,35,19,4.66994337252796,0,50.86067969919291,4.388013553773574
17,32747.88172531334,Madrid,1,5,Moda,536.9264687172432,Marzo,2022,45,6,2.1620180226856816,1,40.378789109347274,-3.680307415260511
18,23645.6409656198,Paris,1,10,Libros,101.17260531493366,Junio,2020,68,12,2.8799530726317464,2,48.818292353552536,2.3704153161561634
19,41945.17978696231,Brussels,1,3,Libros,18.224202023315115,Mayo,2021,64,37,4.5605645495840585,0,50.8302942069777,4.361308195523831
20,39217.068791602665,Lisbon,1,4,Electrónica,191.9787952419908,Febrero,2021,64,17,3.83088540107011,2,38.68874055290789,-9.17764169254443
21,36817.17745475852,London,1,7,Moda,24.171188974132583,Agosto,2021,21,23,1.248812904658811,1,51.49291316477538,-0.1732750810981112
22,34143.829888024375,Prague,1,5,Hogar,84.69215548465311,Diciembre,2022,24,26,1.5892121771158814,1,50.09136613549398,14.480955491430947
23,30075.71639129932,Rome,1,10,Libros,141.61640594394922,Junio,2020,62,29,1.0313663630876673,1,41.909460525890545,12.512103049823411
24,32210.370084333656,Rome,1,4,Libros,414.6482004597833,Febrero,2020,52,33,3.5236871609166536,2,41.89388570918405,12.502457980900104
25,35240.09871997476,Madrid,1,2,Electrónica,136.0645849311906,Diciembre,2020,65,27,2.7906937016416733,0,40.36788110836352,-3.6711448925808536
26,26857.151262621468,London,1,3,Alimentos,242.30610241850204,Mayo,2022,26,25,1.5370994036091021,1,51.46727372068826,-0.1702338896095889
27,27777.506278904086,London,1,5,Hogar,987.2031483956221,Enero,2021,25,10,4.831736484227082,0,51.46927090955091,-0.07974317729392764
28,21654.33820454734,London,0,8,Moda,28.195033183196312,Diciembre,2021,69,47,3.1186388957824795,0,51.46412341800905,-0.11831526204980904
29,26140.904611216225,Paris,1,4,Libros,64.24267660938034,Octubre,2020,62,23,1.9675731764515567,3,48.876570520609945,2.36389440273845
30,38306.50865304077,Prague,1,3,Libros,100.36527296729498,Junio,2021,34,21,3.00241428461883,1,50.042752387694634,14.444597429731607
31,28328.764544248163,Amsterdam,1,8,Hogar,109.5768371042928,Diciembre,2021,34,21,3.718481330940431,2,52.35995479159919,4.933457065453879
32,28410.765467447083,Prague,0,6,Alimentos,105.87297548125656,Septiembre,2022,66,43,1.304956871894258,1,50.1224723632798,14.430923386979154
